
Gurobi 13.0.2 (win64) logging started Sat Jul 11 01:37:45 2026

Set parameter LogFile to value "logs/kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s4_m1_exact_s0_20260711-013745.gurobi.log"
Set parameter Seed to value 0
Set parameter TimeLimit to value 599.982877
Set parameter MIPGap to value 0
Set parameter MIPGapAbs to value 0.5
Set parameter Cutoff to value 1e+100
Gurobi Optimizer version 13.0.2 build v13.0.2rc1 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900HX, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 32 threads

Non-default parameters:
TimeLimit  599.982877
MIPGap  0
MIPGapAbs  0.5
PreCrush  1
LazyConstraints  1

Optimize a model with 10 rows, 45 columns and 200 nonzeros (Min)
Model fingerprint: 0x3ae819f8
Model has 45 linear objective coefficients
Variable types: 5 continuous, 40 integer (40 binary)
Coefficient statistics:
  Matrix range     [2e+01, 1e+03]
  Objective range  [1e+00, 5e+02]
  Bounds range     [1e+00, 1e+04]
  RHS range        [1e+03, 1e+03]

Using branch priorities.
Presolve removed 6 rows and 0 columns
Presolve time: 0.00s
Presolved: 4 rows, 45 columns, 80 nonzeros
Variable types: 5 continuous, 40 integer (40 binary)

Root relaxation: objective 5.548375e+04, 5 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 56798.6186    0   33 227977.000 56798.6186  75.1%     -    1s
     0     0 56829.5619    0   30 227977.000 56829.5619  75.1%     -    1s
     0     0 56835.2224    0   31 227977.000 56835.2224  75.1%     -    1s
     0     0 56838.2893    0   35 227977.000 56838.2893  75.1%     -    1s
     0     0 56839.5861    0   34 227977.000 56839.5861  75.1%     -    1s
     0     0 56845.2184    0   36 227977.000 56845.2184  75.1%     -    1s
     0     0 56846.5524    0   37 227977.000 56846.5524  75.1%     -    1s
     0     0 56849.2482    0   36 227977.000 56849.2482  75.1%     -    1s
     0     0 56856.3797    0   35 227977.000 56856.3797  75.1%     -    1s
     0     0 56862.9950    0   36 227977.000 56862.9950  75.1%     -    1s
     0     0 56864.6899    0   36 227977.000 56864.6899  75.1%     -    1s
     0     0 56865.5685    0   36 227977.000 56865.5685  75.1%     -    1s
     0     0 56865.9517    0   38 227977.000 56865.9517  75.1%     -    1s
     0     0 56880.6727    0   36 227977.000 56880.6727  75.0%     -    1s
     0     0 56895.3898    0   39 227977.000 56895.3898  75.0%     -    1s
     0     0 57026.7675    0   27 227977.000 57026.7675  75.0%     -    1s
     0     0 57051.3267    0   34 227977.000 57051.3267  75.0%     -    1s
     0     0 57059.0307    0   32 227977.000 57059.0307  75.0%     -    1s
     0     0 57064.6696    0   37 227977.000 57064.6696  75.0%     -    1s
     0     0 57070.7072    0   36 227977.000 57070.7072  75.0%     -    1s
     0     0 57076.0105    0   35 227977.000 57076.0105  75.0%     -    1s
     0     0 57078.7472    0   36 227977.000 57078.7472  75.0%     -    1s
     0     0 57081.4596    0   39 227977.000 57081.4596  75.0%     -    1s
     0     0 57167.2014    0   25 227977.000 57167.2014  74.9%     -    1s
     0     0 57254.5941    0   30 227977.000 57254.5941  74.9%     -    1s
     0     0 57256.7160    0   32 227977.000 57256.7160  74.9%     -    1s
     0     0 57262.1716    0   34 227977.000 57262.1716  74.9%     -    1s
     0     0 57278.1844    0   31 227977.000 57278.1844  74.9%     -    1s
     0     0 57285.6540    0   37 227977.000 57285.6540  74.9%     -    1s
     0     0 57297.9626    0   34 227977.000 57297.9626  74.9%     -    1s
     0     0 57312.4514    0   34 227977.000 57312.4514  74.9%     -    1s
     0     0 57315.1332    0   36 227977.000 57315.1332  74.9%     -    1s
     0     0 57325.9907    0   32 227977.000 57325.9907  74.9%     -    1s
     0     0 57336.7572    0   35 227977.000 57336.7572  74.8%     -    1s
     0     0 57339.4699    0   32 227977.000 57339.4699  74.8%     -    1s
     0     0 57344.4481    0   36 227977.000 57344.4481  74.8%     -    1s
     0     0 57378.7645    0   28 227977.000 57378.7645  74.8%     -    1s
     0     0 57445.5253    0   32 227977.000 57445.5253  74.8%     -    1s
     0     0 57471.9237    0   36 227977.000 57471.9237  74.8%     -    1s
     0     0 57479.3433    0   36 227977.000 57479.3433  74.8%     -    1s
     0     0 57482.2202    0   37 227977.000 57482.2202  74.8%     -    1s
     0     0 57500.4488    0   36 227977.000 57500.4488  74.8%     -    1s
     0     0 57513.4188    0   37 227977.000 57513.4188  74.8%     -    1s
