
Gurobi 13.0.2 (win64) logging started Sat Jul 11 05:04:51 2026

Set parameter LogFile to value "logs/kstar_nI20_nJ20_nK100_nL5_tI6_tJ6_s5_m1_exact_s0_20260711-050451.gurobi.log"
Set parameter Seed to value 0
Set parameter TimeLimit to value 599.9811206
Set parameter MIPGap to value 0
Set parameter MIPGapAbs to value 0.5
Set parameter Cutoff to value 1e+100
Gurobi Optimizer version 13.0.2 build v13.0.2rc1 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900HX, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 32 threads

Non-default parameters:
TimeLimit  599.9811206
MIPGap  0
MIPGapAbs  0.5
PreCrush  1
LazyConstraints  1

Optimize a model with 10 rows, 45 columns and 200 nonzeros (Min)
Model fingerprint: 0x8aa9d41b
Model has 45 linear objective coefficients
Variable types: 5 continuous, 40 integer (40 binary)
Coefficient statistics:
  Matrix range     [2e+00, 1e+03]
  Objective range  [1e+00, 5e+02]
  Bounds range     [1e+00, 1e+04]
  RHS range        [1e+03, 1e+03]

Using branch priorities.
Presolve removed 8 rows and 0 columns
Presolve time: 0.00s
Presolved: 2 rows, 45 columns, 40 nonzeros
Variable types: 5 continuous, 40 integer (40 binary)

Root relaxation: objective 6.292871e+04, 4 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 67400.8462    0   30 113971.000 67400.8462  40.9%     -    0s
     0     0 67402.2112    0   31 113971.000 67402.2112  40.9%     -    0s
     0     0 67416.8740    0   27 113971.000 67416.8740  40.8%     -    0s
     0     0 67425.5628    0   32 113971.000 67425.5628  40.8%     -    0s
     0     0 67435.6264    0   29 113971.000 67435.6264  40.8%     -    0s
     0     0 67442.3311    0   29 113971.000 67442.3311  40.8%     -    0s
     0     0 67446.1547    0   30 113971.000 67446.1547  40.8%     -    0s
     0     0 67447.0472    0   30 113971.000 67447.0472  40.8%     -    0s
     0     0 67449.3939    0   31 113971.000 67449.3939  40.8%     -    0s
     0     0 67452.9549    0   32 113971.000 67452.9549  40.8%     -    0s
     0     0 67458.9728    0   33 113971.000 67458.9728  40.8%     -    0s
     0     0 67470.1505    0   31 113971.000 67470.1505  40.8%     -    0s
     0     0 67484.5054    0   30 113971.000 67484.5054  40.8%     -    0s
     0     0 67526.9701    0   32 113971.000 67526.9701  40.8%     -    0s
     0     0 67533.8289    0   29 113971.000 67533.8289  40.7%     -    0s
     0     0 67540.6073    0   33 113971.000 67540.6073  40.7%     -    0s
     0     0 67625.0334    0   27 113971.000 67625.0334  40.7%     -    0s
     0     0 67699.2332    0   31 113971.000 67699.2332  40.6%     -    0s
     0     0 67708.8374    0   30 113971.000 67708.8374  40.6%     -    0s
     0     0 67714.4144    0   31 113971.000 67714.4144  40.6%     -    0s
     0     0 67724.8997    0   30 113971.000 67724.8997  40.6%     -    0s
     0     0 67819.7130    0   28 113971.000 67819.7130  40.5%     -    0s
     0     0 67848.2360    0   27 113971.000 67848.2360  40.5%     -    0s
     0     0 67856.2894    0   29 113971.000 67856.2894  40.5%     -    0s
     0     0 67856.9968    0   28 113971.000 67856.9968  40.5%     -    0s
     0     0 67860.3101    0   29 113971.000 67860.3101  40.5%     -    0s
     0     0 67861.6377    0   31 113971.000 67861.6377  40.5%     -    0s
     0     0 67864.0066    0   30 113971.000 67864.0066  40.5%     -    0s
     0     0 67865.1634    0   30 113971.000 67865.1634  40.5%     -    0s
     0     0 67930.5958    0   25 113971.000 67930.5958  40.4%     -    0s
     0     0 67949.0472    0   29 113971.000 67949.0472  40.4%     -    0s
     0     0 68063.2781    0   24 113971.000 68063.2781  40.3%     -    0s
     0     0 68104.0332    0   29 113971.000 68104.0332  40.2%     -    0s
H    0     0                    105135.00000 68111.4684  35.2%     -    0s
     0     2 68119.2841    0   28 105135.000 68119.2841  35.2%     -    0s
H 4150  3136                    102570.00000 68486.9810  33.2%   3.4    2s
H 4150  2979                    92272.000000 68486.9810  25.8%   3.4    2s
H 4150  2830                    88910.000000 68486.9810  23.0%   3.4    2s
H 4153  2691                    87943.000000 68486.9810  22.1%   3.4    3s
  4180  2726 68521.2451   16   20 87943.0000 68486.9810  22.1%   3.5    5s
  6790  4058 68931.6598   23   11 87943.0000 68595.6350  22.0%   4.7   10s
 12460  6770 70859.0000   25   13 87943.0000 68772.7854  21.8%   4.8   15s
 16826 10190 70915.0785   36    4 87943.0000 68843.2228  21.7%   4.8   20s
 18345 11113 69159.3638   21   16 87943.0000 68860.9837  21.7%   4.8   25s
 19774 12356 69926.2367   23   12 87943.0000 68878.0433  21.7%   4.8   30s
 21919 14241 69926.0229   24   16 87943.0000 68894.9841  21.7%   4.8   36s
 24201 15894 72209.8327   37    3 87943.0000 68920.9785  21.6%   4.8   40s
 26514 17525 69284.3237   26   17 87943.0000 68924.3813  21.6%   4.8   45s
 28656 19297 69304.2065   19   17 87943.0000 68955.0040  21.6%   4.8   50s
 30848 21176 69703.1233   27   14 87943.0000 68962.5332  21.6%   4.8   56s
 33870 23050 69695.4378   30   12 87943.0000 68991.5522  21.5%   4.8   62s
 34959 24044     cutoff   39      87943.0000 69002.3483  21.5%   4.8   65s
 37829 25946 71545.7658   25   15 87943.0000 69023.3374  21.5%   4.8   73s
 38867 26652 69793.8121   25   14 87943.0000 69032.4791  21.5%   4.8   76s
 39678 27523 70291.1100   26   10 87943.0000 69038.0387  21.5%   4.8   81s
 40989 28480 70276.5092   22   19 87943.0000 69041.2274  21.5%   4.8   86s
 42368 29402 70903.3402   29   13 87943.0000 69055.8795  21.5%   4.8   90s
 45121 31796 72003.9035   39    1 87943.0000 69082.5520  21.4%   4.8   98s
 47066 33201 70625.4199   32    8 87943.0000 69092.6422  21.4%   4.8  104s
 48849 34235 73592.6823   40    1 87943.0000 69109.1993  21.4%   4.8  111s
 50125 35186 72667.7107   25   13 87943.0000 69110.1278  21.4%   4.9  116s
 51429 36228 74343.9389   33    8 87943.0000 69117.8812  21.4%   4.9  121s
 52809 37310 72391.8423   24   12 87943.0000 69128.7907  21.4%   4.9  127s
 54022 38333 72216.5027   26   16 87943.0000 69139.7240  21.4%   4.9  133s
 55423 39652 70582.9740   28   15 87943.0000 69147.3440  21.4%   4.9  139s
 57158 40045 70424.5791   25   16 87943.0000 69149.8279  21.4%   4.9  140s
 57354 41000 73675.0558   28   13 87943.0000 69157.5407  21.4%   4.9  146s
 59215 42342 71570.2082   26   14 87943.0000 69167.8680  21.3%   4.9  152s
 60952 43797 72316.9185   37    3 87943.0000 69172.8891  21.3%   4.9  159s
 62972 45294 71123.2361   25   20 87943.0000 69185.6872  21.3%   4.9  168s
 65039 46789 69975.4243   26   16 87943.0000 69199.9805  21.3%   4.9  177s
 66962 48141 81481.8887   38    5 87943.0000 69206.5649  21.3%   4.9  185s
 68747 49486 73247.5967   34    8 87943.0000 69220.2747  21.3%   4.9  195s
 70551 49942 73870.8152   41   29 87943.0000 69225.9421  21.3%   4.9  211s
H70552 47445                    80320.000000 69225.9421  13.8%   4.9  212s
 70555 47447 73736.0000   45   30 80320.0000 69225.9421  13.8%   4.9  215s
 70559 47449 72274.0950   27   31 80320.0000 69225.9421  13.8%   4.9  220s
H70559 45077                    78620.000000 69225.9421  11.9%   4.9  222s
 70564 45081 78620.0000   42   29 78620.0000 69225.9421  11.9%   4.9  225s
H70570 42830                    76293.000000 69225.9421  9.26%   4.9  230s
 70577 42834 75031.0000   44   32 76293.0000 69225.9421  9.26%   4.9  236s
 70582 42838 75847.0561   38   30 76293.0000 69225.9421  9.26%   4.9  240s
 70587 42841 74943.8545   34   31 76293.0000 69225.9421  9.26%   4.9  245s
 70591 42844 72273.2538   39   31 76293.0000 69225.9421  9.26%   4.9  250s
 70596 42850 69225.9421   28   29 76293.0000 69225.9421  9.26%   4.9  255s
 70658 42921 73669.3257   33   23 76293.0000 69225.9421  9.26%   5.0  261s
 70791 43047 69225.9421   34   25 76293.0000 69225.9421  9.26%   5.0  267s
 71032 43217 70276.1515   41   17 76293.0000 69225.9421  9.26%   5.1  270s
H71403 41080                    75766.000000 69225.9421  8.63%   5.1  273s
 71539 41117 71211.0214   48    4 75766.0000 69225.9421  8.63%   5.1  275s
