
Gurobi 13.0.2 (win64) logging started Sat Jul 11 09:31:02 2026

Set parameter LogFile to value "logs/kstar_nI20_nJ20_nK50_nL5_tI2_tJ2_s2_m1_exact_s0_20260711-093102.gurobi.log"
Set parameter Seed to value 0
Set parameter TimeLimit to value 599.9894558
Set parameter MIPGap to value 0
Set parameter MIPGapAbs to value 0.5
Set parameter Cutoff to value 1e+100
Gurobi Optimizer version 13.0.2 build v13.0.2rc1 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900HX, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 32 threads

Non-default parameters:
TimeLimit  599.9894558
MIPGap  0
MIPGapAbs  0.5
PreCrush  1
LazyConstraints  1

Optimize a model with 10 rows, 45 columns and 200 nonzeros (Min)
Model fingerprint: 0xca5dbd0b
Model has 45 linear objective coefficients
Variable types: 5 continuous, 40 integer (40 binary)
Coefficient statistics:
  Matrix range     [2e+01, 7e+02]
  Objective range  [1e+00, 5e+02]
  Bounds range     [1e+00, 6e+03]
  RHS range        [6e+02, 7e+02]

Using branch priorities.
Presolve removed 6 rows and 0 columns
Presolve time: 0.00s
Presolved: 4 rows, 45 columns, 80 nonzeros
Variable types: 5 continuous, 40 integer (40 binary)

Root relaxation: objective 2.843882e+04, 4 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 29518.3865    0   37 100755.000 29518.3865  70.7%     -    0s
     0     0 29535.2886    0   33 100755.000 29535.2886  70.7%     -    0s
     0     0 29552.4384    0   35 100755.000 29552.4384  70.7%     -    0s
     0     0 29562.7738    0   33 100755.000 29562.7738  70.7%     -    0s
     0     0 29567.4301    0   36 100755.000 29567.4301  70.7%     -    0s
     0     0 29574.8921    0   37 100755.000 29574.8921  70.6%     -    0s
     0     0 29578.8949    0   35 100755.000 29578.8949  70.6%     -    0s
     0     0 29586.3170    0   37 100755.000 29586.3170  70.6%     -    0s
     0     0 29590.7023    0   37 100755.000 29590.7023  70.6%     -    0s
     0     0 29597.9820    0   37 100755.000 29597.9820  70.6%     -    0s
     0     0 29612.9621    0   33 100755.000 29612.9621  70.6%     -    0s
     0     0 29637.1780    0   33 100755.000 29637.1780  70.6%     -    0s
     0     0 29642.5534    0   32 100755.000 29642.5534  70.6%     -    0s
     0     0 29647.9953    0   33 100755.000 29647.9953  70.6%     -    0s
     0     0 29651.1011    0   38 100755.000 29651.1011  70.6%     -    0s
     0     0 29705.0448    0   28 100755.000 29705.0448  70.5%     -    0s
     0     0 29746.0504    0   30 100755.000 29746.0504  70.5%     -    0s
     0     0 29748.3738    0   31 100755.000 29748.3738  70.5%     -    0s
     0     0 29751.7811    0   32 100755.000 29751.7811  70.5%     -    0s
     0     0 29756.9395    0   29 100755.000 29756.9395  70.5%     -    0s
     0     0 29764.6448    0   30 100755.000 29764.6448  70.5%     -    0s
     0     0 29782.8620    0   33 100755.000 29782.8620  70.4%     -    0s
     0     0 29793.1127    0   32 100755.000 29793.1127  70.4%     -    0s
     0     0 29805.0797    0   32 100755.000 29805.0797  70.4%     -    0s
     0     0 29811.1443    0   33 100755.000 29811.1443  70.4%     -    0s
     0     0 29820.8588    0   33 100755.000 29820.8588  70.4%     -    0s
     0     0 29829.7607    0   35 100755.000 29829.7607  70.4%     -    0s
     0     0 29839.3744    0   33 100755.000 29839.3744  70.4%     -    0s
     0     0 29857.7827    0   33 100755.000 29857.7827  70.4%     -    0s
     0     0 29865.7379    0   36 100755.000 29865.7379  70.4%     -    0s
     0     0 29878.0375    0   33 100755.000 29878.0375  70.3%     -    0s
     0     0 29890.7911    0   32 100755.000 29890.7911  70.3%     -    0s
     0     0 29899.9907    0   32 100755.000 29899.9907  70.3%     -    0s
     0     0 29904.4992    0   36 100755.000 29904.4992  70.3%     -    0s
     0     0 29910.7085    0   35 100755.000 29910.7085  70.3%     -    0s
     0     0 29913.9011    0   34 100755.000 29913.9011  70.3%     -    0s
     0     0 29920.9813    0   37 100755.000 29920.9813  70.3%     -    0s
     0     0 29971.9338    0   32 100755.000 29971.9338  70.3%     -    0s
     0     0 29997.4927    0   31 100755.000 29997.4927  70.2%     -    0s
     0     0 30011.2676    0   34 100755.000 30011.2676  70.2%     -    0s
     0     0 30029.1383    0   35 100755.000 30029.1383  70.2%     -    0s
     0     0 30045.9734    0   34 100755.000 30045.9734  70.2%     -    0s
     0     0 30052.4327    0   36 100755.000 30052.4327  70.2%     -    0s
     0     0 30060.0305    0   34 100755.000 30060.0305  70.2%     -    0s
     0     0 30085.9208    0   33 100755.000 30085.9208  70.1%     -    0s
     0     0 30097.1405    0   36 100755.000 30097.1405  70.1%     -    0s
     0     0 30102.4763    0   34 100755.000 30102.4763  70.1%     -    0s
     0     0 30120.0275    0   32 100755.000 30120.0275  70.1%     -    0s
     0     0 30133.7636    0   36 100755.000 30133.7636  70.1%     -    0s
     0     0 30134.8378    0   37 100755.000 30134.8378  70.1%     -    0s
     0     0 30148.3893    0   33 100755.000 30148.3893  70.1%     -    0s
     0     0 30170.2466    0   35 100755.000 30170.2466  70.1%     -    0s
     0     0 30172.8299    0   36 100755.000 30172.8299  70.1%     -    0s
     0     0 30189.9428    0   34 100755.000 30189.9428  70.0%     -    0s
     0     0 30194.9865    0   36 100755.000 30194.9865  70.0%     -    0s
     0     0 30200.7722    0   33 100755.000 30200.7722  70.0%     -    0s
     0     0 30204.1628    0   36 100755.000 30204.1628  70.0%     -    0s
     0     0 30217.3205    0   39 100755.000 30217.3205  70.0%     -    0s
     0     0 30229.4100    0   35 100755.000 30229.4100  70.0%     -    0s
     0     0 30244.9417    0   34 100755.000 30244.9417  70.0%     -    0s
     0     0 30255.9787    0   32 100755.000 30255.9787  70.0%     -    0s
     0     0 30259.8317    0   35 100755.000 30259.8317  70.0%     -    0s
     0     0 30263.9211    0   35 100755.000 30263.9211  70.0%     -    0s
     0     0 30290.4304    0   33 100755.000 30290.4304  69.9%     -    0s
     0     0 30301.8193    0   35 100755.000 30301.8193  69.9%     -    0s
     0     0 30311.7070    0   35 100755.000 30311.7070  69.9%     -    0s
     0     0 30321.4672    0   35 100755.000 30321.4672  69.9%     -    0s
