
Gurobi 13.0.2 (win64) logging started Wed Jul 15 21:57:44 2026

Set parameter LogFile to value "logs/kstar_nI20_nJ20_nK50_nL5_tI3_tJ3_s4_m1_exact_s0_20260715-215744.gurobi.log"
Set parameter Seed to value 0
Set parameter TimeLimit to value 599.9887855
Set parameter MIPGap to value 0
Set parameter MIPGapAbs to value 0.5
Set parameter Cutoff to value 1e+100
Gurobi Optimizer version 13.0.2 build v13.0.2rc1 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900HX, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 32 threads

Non-default parameters:
TimeLimit  599.9887855
MIPGap  0
MIPGapAbs  0.5
PreCrush  1
LazyConstraints  1

Optimize a model with 10 rows, 45 columns and 200 nonzeros (Min)
Model fingerprint: 0x8cfc2a54
Model has 45 linear objective coefficients
Variable types: 5 continuous, 40 integer (40 binary)
Coefficient statistics:
  Matrix range     [5e+00, 6e+02]
  Objective range  [1e+00, 5e+02]
  Bounds range     [1e+00, 7e+03]
  RHS range        [6e+02, 6e+02]

Using branch priorities.
Presolve removed 2 rows and 0 columns
Presolve time: 0.00s
Presolved: 8 rows, 45 columns, 160 nonzeros
Variable types: 5 continuous, 40 integer (40 binary)

Root relaxation: objective 2.947549e+04, 8 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 32911.5524    0   34 76633.0000 32911.5524  57.1%     -    0s
     0     0 32943.4398    0   34 76633.0000 32943.4398  57.0%     -    0s
     0     0 32964.6563    0   30 76633.0000 32964.6563  57.0%     -    0s
     0     0 33014.2556    0   30 76633.0000 33014.2556  56.9%     -    0s
     0     0 33017.5058    0   32 76633.0000 33017.5058  56.9%     -    0s
     0     0 33027.2944    0   33 76633.0000 33027.2944  56.9%     -    0s
     0     0 33046.5891    0   33 76633.0000 33046.5891  56.9%     -    0s
     0     0 33049.2840    0   35 76633.0000 33049.2840  56.9%     -    0s
     0     0 33067.4565    0   33 76633.0000 33067.4565  56.8%     -    0s
     0     0 33068.3333    0   34 76633.0000 33068.3333  56.8%     -    0s
     0     0 33194.2013    0   35 76633.0000 33194.2013  56.7%     -    0s
     0     0 33204.5814    0   37 76633.0000 33204.5814  56.7%     -    0s
     0     0 33272.3131    0   35 76633.0000 33272.3131  56.6%     -    0s
     0     0 33313.8680    0   33 76633.0000 33313.8680  56.5%     -    0s
H    0     0                    68984.000000 33313.9230  51.7%     -    0s
     0     2 33326.8069    0   35 68984.0000 33326.8069  51.7%     -    0s
H 3519  2812                    59588.000000 33494.2920  43.8%   3.6    2s
H 3525  2675                    54187.000000 33494.2920  38.2%   3.6    3s
H 3530  2543                    52136.000000 33494.2920  35.8%   3.6    3s
H 3530  2416                    51715.000000 33494.2920  35.2%   3.6    3s
H 3546  2305                    51681.000000 33494.2920  35.2%   3.6    4s
H 3546  2190                    51430.000000 33494.2920  34.9%   3.6    4s
  3616  2269 33631.5335   15   24 51430.0000 33502.8616  34.9%   4.3    5s
  7057  4054 35980.0000   42    - 51430.0000 33575.0045  34.7%   5.9   10s
 14351  8803 35311.3224   32   11 51430.0000 33618.7265  34.6%   5.9   15s
 16957 10845 35706.5487   39    3 51430.0000 33652.6922  34.6%   6.1   20s
 18625 12280 34876.7926   34    6 51430.0000 33657.0956  34.6%   6.1   25s
 22693 15598 34223.4510   26   11 51430.0000 33683.9140  34.5%   6.2   30s
 25826 18083 33933.6935   20   21 51430.0000 33696.8410  34.5%   6.2   35s
 29967 21345 34574.1294   25   13 51430.0000 33707.1209  34.5%   6.1   40s
 33783 24437 34568.5356   28   11 51430.0000 33719.2851  34.4%   6.2   45s
 36303 25889 36339.3564   41    4 51430.0000 33724.2830  34.4%   6.2   50s
 38387 28131 35912.4399   45    1 51430.0000 33732.7384  34.4%   6.2   56s
 40943 29887 37418.0000   46    - 51430.0000 33742.8602  34.4%   6.3   61s
 42312 31398 34338.0593   21   21 51430.0000 33746.1559  34.4%   6.3   65s
 44977 33047 35285.2234   35   10 51430.0000 33752.3692  34.4%   6.3   72s
 45948 34184 34361.6980   23   17 51430.0000 33756.3461  34.4%   6.3   75s
 49115 36584 35131.5358   26   16 51430.0000 33761.7433  34.4%   6.3   82s
 52139 39066 39994.5495   45    1 51430.0000 33773.6630  34.3%   6.4   88s
 53758 39978 34232.6102   22   21 51430.0000 33777.5260  34.3%   6.4   91s
 54761 40732 34563.5873   25   17 51430.0000 33779.3372  34.3%   6.4   95s
 55621 40889 35459.2000   44   33 51430.0000 33782.5956  34.3%   6.4  110s
 55627 40893 34594.4493   29   39 51430.0000 33782.5956  34.3%   6.4  115s
H55630 38850                    46388.000000 33782.5956  27.2%   6.4  119s
 55634 38853 34690.8421   30   38 46388.0000 33782.5956  27.2%   6.4  120s
H55634 36910                    45904.000000 33782.5956  26.4%   6.4  121s
H55634 35064                    45112.000000 33782.5956  25.1%   6.4  121s
H55634 33311                    45083.000000 33782.5956  25.1%   6.4  121s
 55641 33315 35243.8231   34   37 45083.0000 33782.5956  25.1%   6.4  125s
 55647 33319 35910.2198   35   37 45083.0000 33782.5956  25.1%   6.4  130s
H55648 31653                    44359.000000 33782.5956  23.8%   6.4  132s
H55648 30070                    44300.000000 33782.5956  23.7%   6.4  132s
 55653 30073 35601.0000   40   36 44300.0000 33782.5956  23.7%   6.4  135s
 55748 30211 34360.6696   28   24 44300.0000 33782.5956  23.7%   6.5  140s
