
Gurobi 13.0.2 (win64) logging started Sat Jul 11 09:10:58 2026

Set parameter LogFile to value "logs/kstar_nI20_nJ20_nK50_nL10_tI6_tJ6_s5_m1_exact_s0_20260711-091058.gurobi.log"
Set parameter Seed to value 0
Set parameter TimeLimit to value 599.9801204
Set parameter MIPGap to value 0
Set parameter MIPGapAbs to value 0.5
Set parameter Cutoff to value 1e+100
Gurobi Optimizer version 13.0.2 build v13.0.2rc1 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900HX, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 32 threads

Non-default parameters:
TimeLimit  599.9801204
MIPGap  0
MIPGapAbs  0.5
PreCrush  1
LazyConstraints  1

Optimize a model with 20 rows, 50 columns and 400 nonzeros (Min)
Model fingerprint: 0x445775cd
Model has 50 linear objective coefficients
Variable types: 10 continuous, 40 integer (40 binary)
Coefficient statistics:
  Matrix range     [1e+00, 7e+02]
  Objective range  [1e+00, 5e+02]
  Bounds range     [1e+00, 7e+03]
  RHS range        [6e+02, 7e+02]

Using branch priorities.
Presolve removed 18 rows and 0 columns
Presolve time: 0.00s
Presolved: 2 rows, 50 columns, 40 nonzeros
Variable types: 10 continuous, 40 integer (40 binary)

Root relaxation: objective 6.377820e+04, 5 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 82162 47480 74829.8144   36   23 77732.0000 71588.5869  7.90%   8.5  438s
 83199 47359 75241.5575   49   12 77732.0000 71619.5631  7.86%   8.5  442s
 83253 47745 75389.7120   51   10 77732.0000 71619.5631  7.86%   8.5  448s
 83945 48323 75527.8431   52    9 77732.0000 71653.4596  7.82%   8.5  451s
 84924 48671 75027.5287   51    7 77732.0000 71665.3628  7.80%   8.5  456s
 85921 49103 75473.5601   38   22 77732.0000 71723.6011  7.73%   8.5  462s
 87085 49695 75170.7818   35   25 77732.0000 71767.0123  7.67%   8.5  470s
 88381 50217 72758.8918   35   25 77732.0000 71816.6843  7.61%   8.5  476s
 89751 50826 73958.0000   37   25 77732.0000 71850.7972  7.57%   8.5  482s
 91076 51382 74121.2353   45   15 77732.0000 71895.6967  7.51%   8.4  488s
 92510 51265 76630.7680   51    8 77732.0000 71944.1223  7.45%   8.4  493s
 92754 52022 73119.4930   36   24 77732.0000 71945.9564  7.44%   8.4  503s
 94130 52463 77196.3669   45   15 77732.0000 71994.7273  7.38%   8.4  511s
 95414 53176 77149.3228   51    4 77732.0000 72041.0737  7.32%   8.4  519s
 96541 52993 76013.3808   33   28 77732.0000 72042.1878  7.32%   8.4  520s
 97162 53813 73565.7837   46   14 77732.0000 72085.6873  7.26%   8.4  527s
 98824 54245 74923.5714   41   20 77732.0000 72138.7731  7.20%   8.4  534s
 100213 54862 73432.8913   41   20 77732.0000 72172.4890  7.15%   8.4  542s
 102072 55685 74738.9888   39   21 77732.0000 72222.9841  7.09%   8.4  551s
 104116 56251 74711.3906   45   13 77732.0000 72276.0446  7.02%   8.4  564s
 104635 56168 74259.5571   39   22 77732.0000 72276.0446  7.02%   8.4  565s
 105866 57039 77228.8653   42   16 77732.0000 72309.2608  6.98%   8.4  572s
 107523 57667 73788.3622   43   19 77732.0000 72340.3956  6.94%   8.4  580s
 109467 58476 73707.5494   38   24 77732.0000 72377.3752  6.89%   8.4  591s
 111521 59014 74330.0551   40   20 77732.0000 72425.5837  6.83%   8.4  600s

Cutting planes:
  User: 4
  MIR: 24
  Flow cover: 17

Explored 113239 nodes (947651 simplex iterations) in 601.02 seconds (153.64 work units)
Thread count was 32 (of 32 available processors)

Solution count 10: 77732 79020 79737 ... 135145

Time limit reached
Best objective 7.773200000000e+04, best bound 7.245365849212e+04, gap 6.7904%

User-callback calls 241968, time in user-callback 21.36 sec
