instance,nI,nJ,nK,nL,tI,tJ,seed,kstar_target,md5,status,obj,k_used,kstar,nodes,time,agg,timeout,p1,p2i,p2b,p3,rneg,cap
kstar_nI20_nJ40_nK50_nL5_tI3_tJ3_s5.txt,20,40,50,5,3,3,5,6,3f42e39d8b2c70839ac800476090f250,TIMEOUT,36923,60,6,5904,60.002,0,1,0,0,2899,0,0,0
kstar_nI20_nJ40_nK50_nL5_tI4_tJ4_s1.txt,20,40,50,5,4,4,1,8,975a4083fe99245713fcd5f24287d24e,TIMEOUT,34093,60,8,5813,60.001,0,1,0,0,2858,0,0,0
kstar_nI20_nJ40_nK50_nL5_tI4_tJ4_s2.txt,20,40,50,5,4,4,2,8,a9819eade544f18d03916af47dd2bf85,TIMEOUT,35637,60,8,5955,60.005,0,1,0,0,2938,0,0,0
kstar_nI20_nJ40_nK50_nL5_tI4_tJ4_s3.txt,20,40,50,5,4,4,3,8,12320b31ddf3e3412449b52e80f46bf4,TIMEOUT,38216,60,8,6007,60.009,0,1,0,0,2961,0,0,0
kstar_nI20_nJ40_nK50_nL5_tI4_tJ4_s4.txt,20,40,50,5,4,4,4,8,bf8cc0ccf74e6ffb99bcc6bf0cbb9a92,TIMEOUT,35199,60,8,5933,60.005,0,1,0,0,2909,0,0,0
kstar_nI20_nJ40_nK50_nL5_tI4_tJ4_s5.txt,20,40,50,5,4,4,5,8,f12029b5aea6eb878aec69bd1aa7c5c6,TIMEOUT,37100,60,8,5869,60.006,0,1,0,0,2890,0,0,0
kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s1.txt,20,40,50,5,5,5,1,10,20827080fdf9b6e50f66d230bad3af47,TIMEOUT,38425,60,10,5843,60.005,0,1,0,0,2853,17,0,0
kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s2.txt,20,40,50,5,5,5,2,10,ee807600685117337694c4fa155dacae,TIMEOUT,39036,60,10,5650,60.006,0,1,0,0,2783,0,0,0
kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s3.txt,20,40,50,5,5,5,3,10,2ed3d02816fb4f913381cd66cc187868,TIMEOUT,35893,60,10,5824,60.008,0,1,0,0,2803,66,0,0
kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s4.txt,20,40,50,5,5,5,4,10,7743da5d9e1c2954bf756124cf090c8a,TIMEOUT,37778,60,10,5908,60.007,0,1,0,0,2920,0,0,0
kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s5.txt,20,40,50,5,5,5,5,10,02d2187ee5a61350445eaeaeb224905e,TIMEOUT,38124,60,10,6068,60.005,0,1,0,0,2965,27,0,0
kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s1.txt,20,40,50,5,6,6,1,12,22ca3966fc0a6c4193ad76f5b429052c,TIMEOUT,37934,60,12,5659,60.010,0,1,0,0,2786,4,0,0
kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s2.txt,20,40,50,5,6,6,2,12,14aa74cccad222539a0eb305ff9de56b,TIMEOUT,37763,60,12,5674,60.003,0,1,0,0,2797,0,0,0
kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s3.txt,20,40,50,5,6,6,3,12,df7b97033297b9daa22c94aad3017cc6,TIMEOUT,38194,60,12,5639,60.001,0,1,0,0,2768,0,0,0
kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s4.txt,20,40,50,5,6,6,4,12,4bde254ae0d7dc4772a9f6133ac4a51b,TIMEOUT,38074,60,12,5576,60.003,0,1,0,0,2326,429,0,0
kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s5.txt,20,40,50,5,6,6,5,12,a2561b144154d2f0d6987caea05e3fc1,TIMEOUT,38721,60,12,5838,60.009,0,1,0,0,2880,0,0,0
kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s1.txt,40,20,100,10,2,2,1,4,dfc3548b7132ffd52cb996d37a238c97,TIMEOUT,116925,60,4,1260,60.004,0,1,0,0,605,0,0,0
kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s2.txt,40,20,100,10,2,2,2,4,19eb5752434325ae4b78cfac0af20828,TIMEOUT,inf,60,4,1295,60.011,0,1,0,0,0,620,0,0
kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s3.txt,40,20,100,10,2,2,3,4,d9bb3bd0b7e65ad3d8d8790e70157a8e,TIMEOUT,inf,60,4,1370,60.000,0,1,0,0,0,656,0,0
kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s4.txt,40,20,100,10,2,2,4,4,caf89a89d183bd6e6b8dd01a0ef0754d,TIMEOUT,112945,60,4,1167,60.032,0,1,0,0,557,0,0,0
kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s5.txt,40,20,100,10,2,2,5,4,db7216198a9e43e90f45a83429f1bb67,TIMEOUT,inf,60,4,1344,60.008,0,1,0,0,0,644,0,0
kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s1.txt,40,20,100,10,3,3,1,6,0eb7b90d98d753e0ff85ba6712b78374,TIMEOUT,118293,60,6,1176,60.034,0,1,0,0,562,0,0,0
kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s2.txt,40,20,100,10,3,3,2,6,fe39f658ac1db40ffc01218d4cc80ce6,TIMEOUT,inf,60,6,1357,60.038,0,1,0,0,0,650,0,0
kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s3.txt,40,20,100,10,3,3,3,6,ab6d0af61ab967a074700b2b826e9e7a,TIMEOUT,inf,60,6,1309,60.041,0,1,0,0,0,627,0,0
kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s4.txt,40,20,100,10,3,3,4,6,61ef06edd5437ebb9d4f1710a2d7777b,TIMEOUT,120337,60,6,1207,60.039,0,1,0,0,578,0,0,0
kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s5.txt,40,20,100,10,3,3,5,6,bc2108e85452b4d6505b445c9549bb2d,TIMEOUT,110416,60,6,1198,60.003,0,1,0,0,576,0,0,0
kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s1.txt,40,20,100,10,4,4,1,8,aef2e53b082e08f1e5b8273a3f82c025,TIMEOUT,inf,60,8,1336,60.009,0,1,0,0,0,640,0,0
kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s2.txt,40,20,100,10,4,4,2,8,fe3eb86697a485ed7b7720f2100be30a,TIMEOUT,118093,60,8,1234,60.023,0,1,0,0,595,0,0,0
kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s3.txt,40,20,100,10,4,4,3,8,a8614387ba529121f2cd9fbd6b3d9908,TIMEOUT,inf,60,8,1310,60.001,0,1,0,0,0,628,0,0
kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s4.txt,40,20,100,10,4,4,4,8,ec47c81270ebf2529e56831c30cabc73,TIMEOUT,114355,60,8,1240,60.003,0,1,0,0,594,0,0,0
kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s5.txt,40,20,100,10,4,4,5,8,9bd77cec659e6503a793e29fe984892f,TIMEOUT,110931,60,8,1232,60.024,0,1,0,0,594,0,0,0
kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s1.txt,40,20,100,10,5,5,1,10,d8889857532f74c4d54c14cc5d189924,TIMEOUT,112479,60,10,1210,60.016,0,1,0,0,579,0,0,0
kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s2.txt,40,20,100,10,5,5,2,10,3c335f59480b312e208c5dbbe597cc2a,TIMEOUT,inf,60,10,1305,60.003,0,1,0,0,0,624,0,0
kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s3.txt,40,20,100,10,5,5,3,10,10a3b315b7cf1ba8bd77b53500b073ec,TIMEOUT,111037,60,10,1226,60.029,0,1,0,0,588,0,0,0
kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s4.txt,40,20,100,10,5,5,4,10,c67333e9d4fa9e56948a5fd4deafdc3a,TIMEOUT,128879,60,10,1239,60.025,0,1,0,0,427,160,0,0
kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s5.txt,40,20,100,10,5,5,5,10,707035b7ebf9cffe67e91d0dbee8d264,TIMEOUT,115377,60,10,1182,60.048,0,1,0,0,566,0,0,0
kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s1.txt,40,20,100,10,6,6,1,12,11f4e5cbe7286613feb06530ecae7350,TIMEOUT,117783,60,12,1204,60.014,0,1,0,0,578,0,0,0
kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s2.txt,40,20,100,10,6,6,2,12,44054f435d2a441f5345ab786e1ca66d,TIMEOUT,inf,60,12,1323,60.034,0,1,0,0,0,634,0,0
kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s3.txt,40,20,100,10,6,6,3,12,f997ee15f669a9f15edd4e55b532c200,TIMEOUT,inf,60,12,1295,60.009,0,1,0,0,0,620,0,0
kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s4.txt,40,20,100,10,6,6,4,12,5b6b98f3d7557f087d3d2e983d3d7c86,TIMEOUT,118144,60,12,1198,60.043,0,1,0,0,573,0,0,0
kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s5.txt,40,20,100,10,6,6,5,12,e1f1b30593c8d9ca4089323fada58567,TIMEOUT,inf,60,12,1311,60.016,0,1,0,0,0,628,0,0
kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s1.txt,40,20,100,5,2,2,1,4,0e860f6fbfe20407a3341e35f5d346e2,TIMEOUT,inf,60,4,2670,60.001,0,1,0,0,0,1308,0,0
kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s2.txt,40,20,100,5,2,2,2,4,714a6bd3670d713dc7c8f1b9fe7ecd45,TIMEOUT,inf,60,4,2735,60.003,0,1,0,0,0,1340,0,0
kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s3.txt,40,20,100,5,2,2,3,4,1425389ff8a413219ceb857f1f196b6e,TIMEOUT,inf,60,4,2736,60.007,0,1,0,0,0,1341,0,0
kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s4.txt,40,20,100,5,2,2,4,4,f48b5db1fbb27afaaa2116da342ae76f,TIMEOUT,inf,60,4,2661,60.023,0,1,0,0,0,1303,0,0
kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s5.txt,40,20,100,5,2,2,5,4,af278484ed441813c6ab8d48cc6ab0b5,TIMEOUT,inf,60,4,2742,60.010,0,1,0,0,0,1344,0,0
kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s1.txt,40,20,100,5,3,3,1,6,b370f4fd59108f01e8bb0e2ff0645769,TIMEOUT,inf,60,6,2630,60.006,0,1,0,0,0,1287,0,0
kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s2.txt,40,20,100,5,3,3,2,6,a741ed481f5fc3226270170b1bc8b28c,TIMEOUT,inf,60,6,2657,60.001,0,1,0,0,0,1300,0,0
kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s3.txt,40,20,100,5,3,3,3,6,8cef19c5833dcd543bbe06e30b9ded08,TIMEOUT,inf,60,6,2728,60.017,0,1,0,0,0,1336,0,0
kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s4.txt,40,20,100,5,3,3,4,6,07490bb7693f275d6350b03810100c6f,TIMEOUT,inf,60,6,2654,60.018,0,1,0,0,0,1299,0,0
kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s5.txt,40,20,100,5,3,3,5,6,95d12164606944767ca01e62b9ebe17f,TIMEOUT,inf,60,6,2753,60.031,0,1,0,0,0,1348,0,0
kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s1.txt,40,20,100,5,4,4,1,8,d484d757fd5f27f6d850ae721d04ee41,TIMEOUT,inf,60,8,2688,60.000,0,1,0,0,0,1316,0,0
kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s2.txt,40,20,100,5,4,4,2,8,764e8fa0bc738495ad7a8d4f546a9a22,TIMEOUT,inf,60,8,2695,60.006,0,1,0,0,0,1320,0,0
kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s3.txt,40,20,100,5,4,4,3,8,78d66b43c471836fdc36cd00297b3de1,TIMEOUT,inf,60,8,2728,60.008,0,1,0,0,0,1336,0,0
kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s4.txt,40,20,100,5,4,4,4,8,84fdba686fa1f57a13fcd3757298bd5d,TIMEOUT,inf,60,8,2675,60.001,0,1,0,0,0,1310,0,0
kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s5.txt,40,20,100,5,4,4,5,8,5c1f0cc6f14ab2481f8219b59ae1ff39,TIMEOUT,inf,60,8,2610,60.006,0,1,0,0,0,1279,0,0
kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s1.txt,40,20,100,5,5,5,1,10,f5d19957dd31490476fb29551a640087,TIMEOUT,inf,60,10,2531,60.021,0,1,0,0,0,1238,0,0
kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s2.txt,40,20,100,5,5,5,2,10,db4d5a5c5d74228302f214dfccf51479,TIMEOUT,inf,60,10,2604,60.014,0,1,0,0,0,1276,0,0
kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s3.txt,40,20,100,5,5,5,3,10,c830cb89a6a369ffb93aaeb3cc34b0f6,TIMEOUT,inf,60,10,2610,60.006,0,1,0,0,0,1279,0,0
kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s4.txt,40,20,100,5,5,5,4,10,7fb76e123c6ab8afc8ed91ad19cbd2c9,TIMEOUT,inf,60,10,2648,60.008,0,1,0,0,0,1296,0,0
kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s5.txt,40,20,100,5,5,5,5,10,98264bc533af96fbef6eca7f12823289,TIMEOUT,inf,60,10,2548,60.019,0,1,0,0,0,1248,0,0
kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s1.txt,40,20,100,5,6,6,1,12,edc30d5817bec3348cc9d5fb43c73024,TIMEOUT,inf,60,12,2568,60.011,0,1,0,0,0,1256,0,0
kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s2.txt,40,20,100,5,6,6,2,12,1cfd80b719ba19c5f9ec6f655e55b095,TIMEOUT,inf,60,12,2542,60.005,0,1,0,0,0,1244,0,0
kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s3.txt,40,20,100,5,6,6,3,12,d7360e4ee3d945751f350e9009ba7f5b,TIMEOUT,inf,60,12,2550,60.017,0,1,0,0,0,1248,0,0
kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s4.txt,40,20,100,5,6,6,4,12,42dc8081a23de8add4db9b4a788cebd9,TIMEOUT,inf,60,12,2546,60.012,0,1,0,0,0,1246,0,0
kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s5.txt,40,20,100,5,6,6,5,12,7e04b3d98696228e8db8874dba61f23f,TIMEOUT,inf,60,12,2651,60.019,0,1,0,0,0,1297,0,0
kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s1.txt,40,20,50,10,2,2,1,4,f107e90a0090cd50c6d088f9eb03f008,TIMEOUT,69710,60,4,4040,60.012,0,1,0,0,1993,0,0,0
kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s2.txt,40,20,50,10,2,2,2,4,0cd662c14a8502bb4fce136c4534f895,TIMEOUT,64521,60,4,4069,60.010,0,1,0,0,2010,0,0,0
kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s3.txt,40,20,50,10,2,2,3,4,7f83b75dcdd922d56d8f2e69ce5bc8ae,TIMEOUT,inf,60,4,4865,60.001,0,1,0,0,0,2405,0,0
kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s4.txt,40,20,50,10,2,2,4,4,198cd87932b2670a694e6ecf3bec5d9d,TIMEOUT,68198,60,4,4317,60.007,0,1,0,0,2136,0,0,0
kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s5.txt,40,20,50,10,2,2,5,4,7922de22c146f36d3210b9ae6fce550a,TIMEOUT,inf,60,4,4730,60.007,0,1,0,0,0,2336,0,0
kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s1.txt,40,20,50,10,3,3,1,6,dd7f52fbb8de28cf95fd4bf0086d4e43,TIMEOUT,inf,60,6,4608,60.005,0,1,0,0,0,2276,0,0
kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s2.txt,40,20,50,10,3,3,2,6,bea00077b628cf958a13e6f589bebeaa,TIMEOUT,64755,60,6,4187,60.013,0,1,0,0,2066,0,0,0
kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s3.txt,40,20,50,10,3,3,3,6,013ff489a19a9ec06cf7e02bee686f49,TIMEOUT,inf,60,6,4585,60.002,0,1,0,0,0,2265,0,0
kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s4.txt,40,20,50,10,3,3,4,6,5391f8c6dbad81165278cbd3e7664e0a,TIMEOUT,64878,60,6,4135,60.010,0,1,0,0,2042,0,0,0
kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s5.txt,40,20,50,10,3,3,5,6,b3854e145dd8c6e38dbd20e053084532,TIMEOUT,69690,60,6,4035,60.013,0,1,0,0,1732,262,0,0
kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s1.txt,40,20,50,10,4,4,1,8,47de8f7fec9860d1b204657b2e3d049d,TIMEOUT,inf,60,8,4506,60.006,0,1,0,0,0,2225,0,0
kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s2.txt,40,20,50,10,4,4,2,8,b8a45c51ddbe56f95617920408f615a7,TIMEOUT,62599,60,8,4028,60.002,0,1,0,0,1938,51,0,0
kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s3.txt,40,20,50,10,4,4,3,8,f4be91cff00a31f1667003afed67ace8,TIMEOUT,64265,60,8,4159,60.009,0,1,0,0,2052,0,0,0
kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s4.txt,40,20,50,10,4,4,4,8,b215f076336550484c14571104f31a35,TIMEOUT,66873,60,8,4247,60.006,0,1,0,0,2070,23,0,0
kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s5.txt,40,20,50,10,4,4,5,8,ec2408dbb5529a0f33179085f3b8b0ea,TIMEOUT,67326,60,8,4213,60.011,0,1,0,0,2053,25,0,0
kstar_nI40_nJ20_nK50_nL10_tI5_tJ5_s1.txt,40,20,50,10,5,5,1,10,e47a1b7d55c3f80806f4400ea735b2f4,TIMEOUT,66671,60,10,4195,60.013,0,1,0,0,2069,0,0,0
kstar_nI40_nJ20_nK50_nL10_tI5_tJ5_s2.txt,40,20,50,10,5,5,2,10,9f27a6537ac3c4dbd5e899a29f8f4089,TIMEOUT,62530,60,10,4180,60.006,0,1,0,0,2058,0,0,0
kstar_nI40_nJ20_nK50_nL10_tI5_tJ5_s3.txt,40,20,50,10,5,5,3,10,8702f1607376f648706fb64001800566,TIMEOUT,inf,60,10,4639,60.012,0,1,0,0,0,2292,0,0
kstar_nI40_nJ20_nK50_nL10_tI5_tJ5_s4.txt,40,20,50,10,5,5,4,10,802a11d125ee4eaaaa80ef2df0d7b460,TIMEOUT,66354,60,10,4317,60.010,0,1,0,0,2135,0,0,0
kstar_nI40_nJ20_nK50_nL10_tI5_tJ5_s5.txt,40,20,50,10,5,5,5,10,4e75dd89bd36b139cfab113b3d69477b,TIMEOUT,inf,60,10,4508,60.005,0,1,7,0,0,2219,0,0
kstar_nI40_nJ20_nK50_nL10_tI6_tJ6_s1.txt,40,20,50,10,6,6,1,12,110a1db3bfac07f4911ab445c7efb303,TIMEOUT,inf,60,12,4559,60.010,0,1,31,0,0,2221,0,0
kstar_nI40_nJ20_nK50_nL10_tI6_tJ6_s2.txt,40,20,50,10,6,6,2,12,22cf38b6d40e0847d17d20263c677d2c,TIMEOUT,68802,60,12,4127,60.008,0,1,0,0,2022,13,0,0
kstar_nI40_nJ20_nK50_nL10_tI6_tJ6_s3.txt,40,20,50,10,6,6,3,12,11bf5ddd3c6f6e23f0e31a835f4ea71f,TIMEOUT,66377,60,12,4044,60.010,0,1,0,0,1993,0,0,0
kstar_nI40_nJ20_nK50_nL10_tI6_tJ6_s4.txt,40,20,50,10,6,6,4,12,dc658441fdfa16660d400ca5430c24a6,TIMEOUT,67035,60,12,4053,60.004,0,1,0,0,2002,0,0,0
kstar_nI40_nJ20_nK50_nL10_tI6_tJ6_s5.txt,40,20,50,10,6,6,5,12,7b3b7a0a87d63cb68cf500449521cc39,TIMEOUT,61876,60,12,3937,60.010,0,1,0,0,1942,0,0,0
kstar_nI40_nJ20_nK50_nL5_tI2_tJ2_s1.txt,40,20,50,5,2,2,1,4,d85b9c1c849cca18306163f83ffd5dcc,TIMEOUT,inf,60,4,9700,60.001,0,1,0,0,0,4824,0,0
kstar_nI40_nJ20_nK50_nL5_tI2_tJ2_s2.txt,40,20,50,5,2,2,2,4,9a3ca4d41cb8bdfbf7c96fb9ea31ae99,TIMEOUT,inf,60,4,9203,60.002,0,1,0,0,0,4576,0,0
kstar_nI40_nJ20_nK50_nL5_tI2_tJ2_s3.txt,40,20,50,5,2,2,3,4,0d93249d56c74bbc52f35565e553f8ce,TIMEOUT,inf,60,4,9577,60.000,0,1,0,0,0,4761,0,0
kstar_nI40_nJ20_nK50_nL5_tI2_tJ2_s4.txt,40,20,50,5,2,2,4,4,70f7225fa54e11b4c7977ed1ab51c34b,TIMEOUT,inf,60,4,9436,60.003,0,1,0,0,0,4690,0,0
kstar_nI40_nJ20_nK50_nL5_tI2_tJ2_s5.txt,40,20,50,5,2,2,5,4,f723f9af45aebd5529f2dbc1f17b6085,TIMEOUT,inf,60,4,9373,60.004,0,1,0,0,0,4659,0,0
kstar_nI40_nJ20_nK50_nL5_tI3_tJ3_s1.txt,40,20,50,5,3,3,1,6,0c563347f2e3223ae83565fc2d68a0c3,TIMEOUT,inf,60,6,9442,60.004,0,1,0,0,0,4694,0,0
kstar_nI40_nJ20_nK50_nL5_tI3_tJ3_s2.txt,40,20,50,5,3,3,2,6,edfdc2316500886fb6a96c7eefbfc9da,TIMEOUT,inf,60,6,9121,60.002,0,1,0,0,0,4534,0,0
kstar_nI40_nJ20_nK50_nL5_tI3_tJ3_s3.txt,40,20,50,5,3,3,3,6,7786f009b0a687ca08683c1160e843a8,TIMEOUT,inf,60,6,9272,60.002,0,1,0,0,0,4608,0,0
kstar_nI40_nJ20_nK50_nL5_tI3_tJ3_s4.txt,40,20,50,5,3,3,4,6,9abe0f34719a598152a7f793ba66c116,TIMEOUT,inf,60,6,9303,60.001,0,1,0,0,0,4624,0,0
kstar_nI40_nJ20_nK50_nL5_tI3_tJ3_s5.txt,40,20,50,5,3,3,5,6,db801d852174b45172740df61a397a28,TIMEOUT,inf,60,6,9249,60.001,0,1,0,0,0,4598,0,0
kstar_nI40_nJ20_nK50_nL5_tI4_tJ4_s1.txt,40,20,50,5,4,4,1,8,2cb0b7bd8c444a6898d3242e279c7ebb,TIMEOUT,inf,60,8,9497,60.004,0,1,0,0,0,4721,0,0
kstar_nI40_nJ20_nK50_nL5_tI4_tJ4_s2.txt,40,20,50,5,4,4,2,8,ba863498d5963f133c41364d8af13980,TIMEOUT,inf,60,8,8885,60.002,0,1,0,0,0,4416,0,0
kstar_nI40_nJ20_nK50_nL5_tI4_tJ4_s3.txt,40,20,50,5,4,4,3,8,ee51f22f45e636838c03ac3329b75e58,TIMEOUT,inf,60,8,9559,60.006,0,1,0,0,0,4752,0,0
kstar_nI40_nJ20_nK50_nL5_tI4_tJ4_s4.txt,40,20,50,5,4,4,4,8,40936129e17ea4ac246f974e8a0e0cb1,TIMEOUT,inf,60,8,9050,60.001,0,1,0,0,0,4497,0,0
kstar_nI40_nJ20_nK50_nL5_tI4_tJ4_s5.txt,40,20,50,5,4,4,5,8,f949c1e7f3202c45eb0bc6681392466e,TIMEOUT,inf,60,8,8942,60.001,0,1,0,0,0,4444,0,0
kstar_nI40_nJ20_nK50_nL5_tI5_tJ5_s1.txt,40,20,50,5,5,5,1,10,695ceb152ca2721bd154c78d944ffa7e,TIMEOUT,49240,60,10,8421,60.003,0,1,0,0,2167,2016,0,0
kstar_nI40_nJ20_nK50_nL5_tI5_tJ5_s2.txt,40,20,50,5,5,5,2,10,0a8bb143648d777116c844347505d38a,TIMEOUT,inf,60,10,9264,60.001,0,1,0,0,0,4606,0,0
kstar_nI40_nJ20_nK50_nL5_tI5_tJ5_s3.txt,40,20,50,5,5,5,3,10,bdc76da840b69b90301f23560bb14543,TIMEOUT,inf,60,10,8856,60.003,0,1,10,0,0,4390,0,0
kstar_nI40_nJ20_nK50_nL5_tI5_tJ5_s4.txt,40,20,50,5,5,5,4,10,736fbbe598345007571d9932d8313b7b,TIMEOUT,inf,60,10,9114,60.006,0,1,0,0,0,4530,0,0
kstar_nI40_nJ20_nK50_nL5_tI5_tJ5_s5.txt,40,20,50,5,5,5,5,10,8df47fb5582b862261419e0faa377db3,TIMEOUT,inf,60,10,8837,60.004,0,1,0,0,0,4391,0,0
kstar_nI40_nJ20_nK50_nL5_tI6_tJ6_s1.txt,40,20,50,5,6,6,1,12,84babcc52c8e2e2f07aec2f277d01804,TIMEOUT,inf,60,12,8688,60.006,0,1,1,0,0,4316,0,0
kstar_nI40_nJ20_nK50_nL5_tI6_tJ6_s2.txt,40,20,50,5,6,6,2,12,1d8db769d977e3ea61a9b45d04d23f3a,TIMEOUT,inf,60,12,8241,60.002,0,1,59,0,0,4034,0,0
kstar_nI40_nJ20_nK50_nL5_tI6_tJ6_s3.txt,40,20,50,5,6,6,3,12,0f985ce779fae041148009b0f1969bf8,TIMEOUT,inf,60,12,8229,60.000,0,1,0,0,0,4089,0,0
kstar_nI40_nJ20_nK50_nL5_tI6_tJ6_s4.txt,40,20,50,5,6,6,4,12,74188718cab3ec5443a78c7684b30215,TIMEOUT,43059,60,12,8298,60.006,0,1,0,0,3707,411,0,0
kstar_nI40_nJ20_nK50_nL5_tI6_tJ6_s5.txt,40,20,50,5,6,6,5,12,2db884808fa1f270ef24444132d94cf8,TIMEOUT,45571,60,12,8518,60.002,0,1,0,0,3773,459,0,0
kstar_nI40_nJ40_nK100_nL10_tI2_tJ2_s1.txt,40,40,100,10,2,2,1,4,a7cbcbad119533d99aa33f64c3d21bce,TIMEOUT,87770,80,4,822,60.028,0,1,0,0,374,0,0,0
kstar_nI40_nJ40_nK100_nL10_tI2_tJ2_s2.txt,40,40,100,10,2,2,2,4,5a508db902c623eafc571716599ddeca,TIMEOUT,90593,80,4,831,60.057,0,1,0,0,379,0,0,0
kstar_nI40_nJ40_nK100_nL10_tI2_tJ2_s3.txt,40,40,100,10,2,2,3,4,d25152182528a6ef3a668872137de721,TIMEOUT,91750,80,4,816,60.053,0,1,0,0,371,0,0,0
kstar_nI40_nJ40_nK100_nL10_tI2_tJ2_s4.txt,40,40,100,10,2,2,4,4,9dda4f6135cfecec9a4abfb3381d2c48,TIMEOUT,91984,80,4,830,60.021,0,1,0,0,375,0,0,0
kstar_nI40_nJ40_nK100_nL10_tI2_tJ2_s5.txt,40,40,100,10,2,2,5,4,7a654cd715ccb392fe520df0241b1b42,TIMEOUT,89578,80,4,810,60.067,0,1,0,0,368,0,0,0
kstar_nI40_nJ40_nK100_nL10_tI3_tJ3_s1.txt,40,40,100,10,3,3,1,6,772a1cfa0d189b831b2198c3aee13c89,TIMEOUT,90635,80,6,829,60.066,0,1,0,0,378,0,0,0
kstar_nI40_nJ40_nK100_nL10_tI3_tJ3_s2.txt,40,40,100,10,3,3,2,6,d8561f399cb5abf4bbeb2e79d38ab4b0,TIMEOUT,87504,80,6,801,60.046,0,1,0,0,364,0,0,0
